timestamp,id,code,name,category_name,price,discount_price,total_stock,warehouse_stock
2026-01-24T23:09:49.586824,42686,30230823,Gull Lite 12x500ml,New Location,5690.0,,20,"{""H495"": 20}"
2026-01-24T23:09:49.586824,42696,30230821,Boli 12x500ml,New Location,6190.0,,2,"{""H495"": 2}"
2026-01-24T23:09:49.586824,42733,30230859,Víking Gylltur 12x500ml,New Location,5990.0,,11,"{""H495"": 11}"
2026-01-24T23:09:49.586824,42705,30230839,Víking Sterkr 6x500ml,New Location,3990.0,,7,"{""H495"": 7}"
2026-01-24T23:09:49.586824,42436,30158966,Coca-Cola 10x330ml,New Location,1290.0,,12,"{""H495"": 12}"
2026-01-24T23:09:49.586824,42699,30230784,Frontera Chardonnay 3L,New Location,6790.0,,8,"{""H495"": 8}"
2026-01-24T23:09:49.586824,42434,30207919,Pepsi Max 12x330ml,New Location,1590.0,,5,"{""H495"": 5}"
2026-01-24T23:09:49.586824,42803,30230911,Einstök Arctic Pale Ale 12x330ml,New Location,4790.0,,1,"{""H495"": 1}"
2026-01-24T23:09:49.586824,42661,30230734,Boli X 12x330ml,New Location,4790.0,,3,"{""H495"": 3}"
2026-01-24T23:09:49.586824,42744,30230876,Laurent Miquel Solas Pinot Noir 750ml,New Location,3190.0,,3,"{""H495"": 3}"
2026-01-24T23:09:49.586824,42606,30230633,Koskenkorva Vodka 500ml,New Location,4990.0,,25,"{""H495"": 25}"
2026-01-24T23:09:49.586824,42797,30230931,Absolut Vodka 1L,New Location,10790.0,,8,"{""H495"": 8}"
2026-01-24T23:09:49.586824,42703,30230822,Gull 12x500ml,Popular,5790.0,,4,"{""H495"": 4}"
2026-01-24T23:09:49.586824,42686,30230823,Gull Lite 12x500ml,Popular,5690.0,,20,"{""H495"": 20}"
2026-01-24T23:09:49.586824,42434,30207919,Pepsi Max 12x330ml,Popular,1590.0,,5,"{""H495"": 5}"
2026-01-24T23:09:49.586824,42441,30208252,Kristall Mexican Lime 12x330ml,Popular,1590.0,,2,"{""H495"": 2}"
2026-01-24T23:09:49.586824,42696,30230821,Boli 12x500ml,Popular,6190.0,,2,"{""H495"": 2}"
