timestamp,id,code,name,category_name,price,discount_price,total_stock,warehouse_stock
2026-03-21T02:20:37.507210,42703,30230822,Gull 12x500ml,All Lagers,5790.0,,47,"{""H495"": 47}"
2026-03-21T02:20:37.507210,42776,30230913,Thule 12x500ml,All Lagers,5890.0,,12,"{""H495"": 12}"
2026-03-21T02:20:37.507210,42709,30230837,Heineken 4x500ml,All Lagers,1990.0,,26,"{""H495"": 26}"
2026-03-21T02:20:37.507210,42696,30230821,Boli 12x500ml,All Lagers,6190.0,,46,"{""H495"": 46}"
2026-03-21T02:20:37.507210,42733,30230859,Víking Gylltur 12x500ml,All Lagers,5990.0,,16,"{""H495"": 16}"
2026-03-21T02:20:37.507210,42705,30230839,Víking Sterkr 6x500ml,All Lagers,3990.0,,18,"{""H495"": 18}"
2026-03-21T02:20:37.507210,42701,30230824,Tuborg Classic 12x500ml,All Lagers,5690.0,,23,"{""H495"": 23}"
2026-03-21T02:20:37.507210,42680,30230819,Tuborg Green 12x500ml,All Lagers,4590.0,,33,"{""H495"": 33}"
2026-03-21T02:20:37.507210,42614,30230641,Budweiser Budvar 6x500ml,All Lagers,3170.0,,5,"{""H495"": 5}"
2026-03-21T02:20:37.507210,42616,30230658,Löwenbräu Original 6x500ml,All Lagers,2990.0,,6,"{""H495"": 6}"
2026-03-21T02:20:37.507210,42609,30230692,Polar Beer 6x500ml,All Lagers,2480.0,,5,"{""H495"": 5}"
2026-03-21T02:20:37.507210,42608,30230691,Boli Sterkur Pilsner 6x500ml,All Lagers,4290.0,,13,"{""H495"": 13}"
2026-03-21T02:20:37.507210,42576,30230634,Stella Artois 10x440ml,All Lagers,4190.0,,8,"{""H495"": 8}"
2026-03-21T02:20:37.507210,43362,30234395,Budweiser 10x440ml,All Lagers,4750.0,,12,"{""H495"": 12}"
2026-03-21T02:20:37.507210,43050,30233863,Víking lager 12x500ml,All Lagers,3990.0,,5,"{""H495"": 5}"
2026-03-21T02:20:37.507210,43058,30233867,Thule 12x330ml,All Lagers,4790.0,3890.0,39,"{""H495"": 39}"
2026-03-21T02:20:37.507210,43710,30234660,Krombacher Pils 6x330ml,All Lagers,1970.0,,24,"{""H495"": 24}"
2026-03-21T02:20:37.507210,43055,30216183,Tuborg Classic 12x330ml,All Lagers,4490.0,,37,"{""H495"": 37}"
2026-03-21T02:20:37.507210,43010,30230858,Budweiser Budvar 6x330ml,All Lagers,2390.0,,9,"{""H495"": 9}"
2026-03-21T02:20:37.507210,42822,30230916,Víking Gylltur 12x330ml,All Lagers,5090.0,,40,"{""H495"": 40}"
2026-03-21T02:20:37.507210,42805,30230917,Víking Lager 18x330ml,All Lagers,5490.0,,6,"{""H495"": 6}"
2026-03-21T02:20:37.507210,42715,30230816,Tuborg Green 12x330ml,All Lagers,3780.0,,23,"{""H495"": 23}"
2026-03-21T02:20:37.507210,42708,30230818,Gull 12x330ml,All Lagers,4590.0,,12,"{""H495"": 12}"
