timestamp,id,code,name,category_name,price,discount_price,total_stock,warehouse_stock
2026-02-22T01:46:51.505049,42703,30230822,Gull 12x500ml,All Lagers,5790.0,,24,"{""H495"": 24}"
2026-02-22T01:46:51.505049,42776,30230913,Thule 12x500ml,All Lagers,5890.0,,37,"{""H495"": 37}"
2026-02-22T01:46:51.505049,42709,30230837,Heineken 4x500ml,All Lagers,2090.0,,69,"{""H495"": 69}"
2026-02-22T01:46:51.505049,42696,30230821,Boli 12x500ml,All Lagers,6190.0,,20,"{""H495"": 20}"
2026-02-22T01:46:51.505049,43709,30234659,Saku Originaal 6x500ml,All Lagers,2270.0,,288,"{""H495"": 288}"
2026-02-22T01:46:51.505049,42733,30230859,Víking Gylltur 12x500ml,All Lagers,5990.0,,67,"{""H495"": 67}"
2026-02-22T01:46:51.505049,42705,30230839,Víking Sterkr 6x500ml,All Lagers,3990.0,,46,"{""H495"": 46}"
2026-02-22T01:46:51.505049,42701,30230824,Tuborg Classic 12x500ml,All Lagers,5690.0,,17,"{""H495"": 17}"
2026-02-22T01:46:51.505049,42680,30230819,Tuborg Green 12x500ml,All Lagers,4590.0,,92,"{""H495"": 92}"
2026-02-22T01:46:51.505049,42720,30230817,Carlsberg 10x500ml,All Lagers,4490.0,,6,"{""H495"": 6}"
2026-02-22T01:46:51.505049,42614,30230641,Budweiser Budvar 6x500ml,All Lagers,3390.0,,12,"{""H495"": 12}"
2026-02-22T01:46:51.505049,42616,30230658,Löwenbräu Original 6x500ml,All Lagers,2990.0,,2,"{""H495"": 2}"
2026-02-22T01:46:51.505049,42609,30230692,Polar Beer 6x500ml,All Lagers,2480.0,,11,"{""H495"": 11}"
2026-02-22T01:46:51.505049,42608,30230691,Boli Sterkur Pilsner 6x500ml,All Lagers,4290.0,,6,"{""H495"": 6}"
2026-02-22T01:46:51.505049,42576,30230634,Stella Artois 10x440ml,All Lagers,4190.0,,9,"{""H495"": 9}"
2026-02-22T01:46:51.505049,43362,30234395,Budweiser 10x440ml,All Lagers,4750.0,,13,"{""H495"": 13}"
2026-02-22T01:46:51.505049,42533,30230617,Víking Rökkr 12x500ml,All Lagers,5490.0,,5,"{""H495"": 5}"
2026-02-22T01:46:51.505049,43056,30233866,Boli 12x330ml,All Lagers,5190.0,,1,"{""H495"": 1}"
2026-02-22T01:46:51.505049,43710,30234660,Krombacher Pils 6x330ml,All Lagers,1970.0,,24,"{""H495"": 24}"
2026-02-22T01:46:51.505049,43058,30233867,Thule 12x330ml,All Lagers,4790.0,3890.0,53,"{""H495"": 53}"
2026-02-22T01:46:51.505049,43055,30216183,Tuborg Classic 12x330ml,All Lagers,4490.0,,11,"{""H495"": 11}"
2026-02-22T01:46:51.505049,43010,30230858,Budweiser Budvar 6x330ml,All Lagers,2590.0,,15,"{""H495"": 15}"
2026-02-22T01:46:51.505049,42822,30230916,Víking Gylltur 12x330ml,All Lagers,5090.0,,41,"{""H495"": 41}"
2026-02-22T01:46:51.505049,42805,30230917,Víking Lager 18x330ml,All Lagers,5490.0,,8,"{""H495"": 8}"
2026-02-22T01:46:51.505049,42715,30230816,Tuborg Green 12x330ml,All Lagers,3780.0,,11,"{""H495"": 11}"
2026-02-22T01:46:51.505049,42708,30230818,Gull 12x330ml,All Lagers,4590.0,,26,"{""H495"": 26}"
2026-02-22T01:46:51.505049,42669,30230770,Ölvisholt Classic 10x330ml,All Lagers,4490.0,3590.0,45,"{""H495"": 45}"
2026-02-22T01:46:51.505049,42574,30230635,Stella Artois 6x330ml,All Lagers,2390.0,,17,"{""H495"": 17}"
